CP001733.1,NC_015183.1,NC_018679.1,NC_017196.2,AAJM01,NC_008542.1,NC_002696.2,ATLH01,NZ_CP009976.1,ATLG01,NZ_CP009887.1,NC_002179.2,CP000312.1,NC_003910.7,NC_014230.1,AJKU01,CP002491.1,NC_012971.2,AE014075.1,NZ_CP009789.1,NC_015948.1,AFAO01,NZ_AP012544.1,NC_008054.1,NC_009004.1,NZ_CP009494.1,AZJX01,AZKB01,NC_004547.2,NC_007205.1,NC_005072.1,NC_007577.1,NC_008817.1,NC_007335.2,NC_005042.1,NC_008820.1,NC_005071.1,NC_008819.1,NC_017731.1,ASWV01,AZUG01,NC_012660.1,ANJD01,NC_014010.1,NC_008380.1,ATYQ01,NC_003911.12,NC_016810.1,NC_003197.1,NC_016856.1,NC_022569.1,NC_020528.1,NC_007712.1,NC_007795.1,CP000410.1,NC_003098.1,CP002888.1,NC_003888.3,JPOY01,NC_021058.1,NC_002754.1,ADXL01,NZ_CP006882.1,NC_009481.1,AAOK01,NC_005070.1,CP003184.1,NC_005835.1,NC_006461.1,AAZW01,NZ_CP009840.1
JX163858,0.22132,0.56121,0.15787,0.1511,0.14346,0.60928,0.8355,0.17601,0.1732,0.17181,0.1737,0.17837,0.22752,0.16704,0.19974,0.4411,0.088675,0.31111,0.29723,0.3109,0.47019,0.020257,0.23968,0.47229,0.12521,0.6844,0.15241,0.14995,0.25425,0.23039,0.19977,0.20933,0.17977,0.19393,0.23807,0.32835,0.32212,0.19786,0.092114,0.72331,0.72338,0.64943,0.57762,0.20187,0.68086,0.6791,0.61263,0.31935,0.32015,0.31967,0.32062,0.71428,0.38797,0.12792,0.128,0.12804,0.11875,0.72732,0.49752,0.16017,0.19089,0.54371,0.48642,0.46069,0.41429,0.46864,0.21403,0.55439,0.55405,0.091326,0.17542
KC821633,0.25744,0.13898,0.37485,0.33173,0.37928,0.092542,0.055274,0.55385,0.55254,0.55308,0.55476,0.30481,0.3675,0.39,0.40026,0.19207,0.3948,0.24174,0.25164,0.2408,0.15401,0.16838,0.22602,0.089492,0.30571,0.060379,0.27811,0.28021,0.25315,0.33913,0.39032,0.39238,0.37024,0.40739,0.4154,0.31824,0.31522,0.40681,0.34545,0.07634,0.073057,0.082588,0.097448,0.13761,0.12872,0.13061,0.0074453,0.23608,0.2339,0.23425,0.23654,0.14378,0.21078,0.3738,0.27408,0.27375,0.27669,0.11156,0.058437,0.19734,0.17965,0.201,0.23071,0.20236,0.24392,0.21874,0.36107,0.10815,0.10739,0.33745,0.30215
KC821625,0.26039,0.17229,0.31986,0.27043,0.40907,0.11344,0.13126,0.44453,0.44345,0.44362,0.44419,0.25789,0.44707,0.40129,0.394,0.24798,0.35653,0.2758,0.2796,0.27447,0.17554,0.041533,0.20809,0.1404,0.33653,0.14485,0.29536,0.30166,0.26087,0.46679,0.53285,0.53325,0.52539,0.479,0.46896,0.28719,0.28354,0.47582,0.3364,0.1456,0.14406,0.16361,0.14498,0.13275,0.17051,0.17152,0.084524,0.27308,0.27218,0.27204,0.27298,0.17055,0.24894,0.46053,0.22945,0.22917,0.25856,0.16763,0.10296,0.30407,0.28723,0.24965,0.27302,0.23191,0.25797,0.27061,0.37111,0.10235,0.10191,0.2855,0.28703
KC821628,0.14607,0.024977,0.13882,0.074874,0.1105,-0.0034216,-0.010359,0.1575,0.15653,0.15955,0.15812,0.070872,0.088105,0.12564,0.14611,0.064302,0.12246,0.086366,0.088416,0.085943,0.037541,0.11068,0.022886,-0.036379,0.10522,-0.039025,0.042746,0.045648,0.10098,0.05202,0.05168,0.04933,0.046748,0.06278,0.077771,0.065942,0.070899,0.070375,0.1567,-0.027181,-0.027806,-0.0080294,-0.0080312,0.051135,0.0011419,0.0015929,-0.020728,0.078481,0.078742,0.078694,0.078236,0.00064866,0.070023,0.11695,0.14644,0.14646,0.14572,-0.035142,0.010168,0.053252,0.050734,0.017195,0.042969,0.054885,0.060147,0.035651,0.099269,-0.037103,-0.037765,0.1542,0.095052
KC821620,0.24664,0.13477,0.36684,0.30616,0.35513,0.088958,0.049904,0.54503,0.54264,0.54315,0.54455,0.27545,0.37223,0.38404,0.39749,0.183,0.36088,0.22643,0.23535,0.22473,0.14932,0.17111,0.21084,0.098627,0.2827,0.06056,0.26113,0.26464,0.23379,0.33251,0.39387,0.39369,0.37528,0.39444,0.4062,0.2953,0.29482,0.3952,0.32131,0.08016,0.077601,0.087517,0.097263,0.13155,0.12684,0.12767,0.0054889,0.22429,0.22244,0.22227,0.22448,0.13888,0.20346,0.37243,0.24645,0.24617,0.24781,0.11009,0.056407,0.20421,0.18489,0.18612,0.21789,0.18751,0.2315,0.20898,0.3626,0.11096,0.10976,0.32192,0.29406
KC821619,0.048719,0.032872,0.06577,0.050902,0.055504,0.0064495,0.019506,0.16412,0.1655,0.164,0.16512,0.092463,0.11678,0.074056,0.12001,0.092919,0.075868,0.056227,0.062601,0.055872,0.034023,0.036918,0.022738,-0.0031135,0.032488,0.032853,0.049779,0.051928,0.044716,0.12253,0.14599,0.1482,0.1336,0.16397,0.15537,0.14634,0.14641,0.16985,0.08733,0.014095,0.012492,0.036838,0.045986,0.070806,0.014817,0.01663,0.042575,0.071985,0.071184,0.071071,0.07147,0.045168,0.05982,0.062061,0.016839,0.016346,0.057172,0.032334,0.053538,0.082855,0.057968,0.10804,0.14248,0.090707,0.11557,0.15042,0.12513,0.067962,0.069668,0.071315,0.060713
KC821627,0.048806,0.031204,0.064762,0.051322,0.054565,0.0027526,0.019227,0.16285,0.16401,0.16232,0.16374,0.090906,0.11549,0.071944,0.12131,0.092438,0.072632,0.055004,0.061409,0.054702,0.031414,0.037989,0.021548,-0.003862,0.027382,0.032042,0.046367,0.04851,0.043124,0.12169,0.14257,0.14619,0.13067,0.15891,0.15127,0.1404,0.14026,0.16473,0.08603,0.01254,0.011002,0.036606,0.044819,0.071765,0.013647,0.015409,0.041889,0.071967,0.071184,0.071027,0.07142,0.043211,0.05973,0.062326,0.013663,0.013189,0.0539,0.030409,0.053584,0.080974,0.056692,0.10554,0.13933,0.087653,0.1133,0.148,0.12616,0.066544,0.068212,0.070223,0.059518
KC821632,0.24152,0.13363,0.3956,0.36746,0.51047,0.068949,0.030688,0.61073,0.61198,0.61159,0.61299,0.32656,0.55592,0.40772,0.49271,0.23074,0.45267,0.26829,0.27599,0.26789,0.21914,0.13416,0.24251,0.095652,0.37828,0.057917,0.27855,0.27954,0.2851,0.46124,0.49911,0.49194,0.46894,0.44643,0.46386,0.27064,0.26862,0.44715,0.38555,0.09674,0.095126,0.10013,0.1049,0.16195,0.12119,0.12167,0.043922,0.27195,0.27174,0.27173,0.27265,0.11564,0.25978,0.51953,0.34785,0.34719,0.34539,0.11792,0.10266,0.32951,0.31117,0.17369,0.20207,0.17019,0.21097,0.20743,0.47861,0.12211,0.12063,0.30652,0.32444
KC821629,0.29426,0.25682,0.35183,0.36134,0.41028,0.13238,0.13434,0.418,0.41466,0.41642,0.41825,0.28834,0.4856,0.34424,0.3282,0.32169,0.36761,0.31427,0.31694,0.31294,0.25792,0.132,0.22855,0.20066,0.31806,0.1509,0.29959,0.30389,0.29134,0.42322,0.46185,0.45272,0.45175,0.44775,0.44091,0.38123,0.37311,0.45314,0.28953,0.23757,0.23461,0.20525,0.18531,0.144,0.26206,0.26301,0.13457,0.313,0.31153,0.31179,0.31304,0.24449,0.33363,0.42762,0.30013,0.29944,0.31528,0.22093,0.14515,0.28161,0.26713,0.31007,0.32351,0.28151,0.31886,0.33054,0.46138,0.16546,0.16575,0.28904,0.27041
KC821614,0.21831,0.11307,0.32497,0.26978,0.30971,0.025911,0.006391,0.38994,0.39071,0.39145,0.39255,0.21435,0.35543,0.24173,0.27757,0.19065,0.2359,0.18631,0.19645,0.18398,0.17266,0.11256,0.13617,0.015815,0.26408,0.032374,0.13697,0.14054,0.23364,0.28085,0.28451,0.28462,0.27467,0.27626,0.25649,0.24089,0.24061,0.27155,0.29129,0.052769,0.049678,0.049577,0.052129,0.096454,0.11394,0.11508,-0.0070109,0.20843,0.20678,0.20717,0.20844,0.095607,0.21718,0.31348,0.29229,0.29188,0.27674,0.049461,0.12441,0.20811,0.19772,0.19272,0.21284,0.17591,0.19536,0.20578,0.35973,0.083663,0.080982,0.28654,0.25297
AE002163,0.051396,-0.019821,0.025483,-0.04419,-0.037556,0.02464,0.045853,0.060912,0.062917,0.06342,0.058998,0.16427,0.038592,0.01188,0.12024,0.027638,-0.041782,0.034431,0.032781,0.033668,0.0095445,0.031091,0.052001,-0.008882,0.033062,0.051897,0.020806,0.020036,0.011383,0.022759,0.030415,0.041147,0.022841,0.0056692,0.0063503,0.022512,0.030259,0.0041369,0.016763,0.025339,0.026385,0.080554,0.040294,0.018639,-0.0011793,-0.0010086,-0.037671,0.031619,0.032071,0.032114,0.032679,0.0087578,0.0088642,0.025976,0.030024,0.029668,0.046834,0.022067,-0.004122,-0.0029175,-0.0083745,0.073919,0.043791,0.048559,0.026384,0.025604,0.017137,0.04787,0.045897,0.030377,0.014906
CP000315,0.17193,0.13529,0.20054,0.24285,0.45239,0.13756,0.12663,0.37439,0.37065,0.36878,0.37319,0.19843,0.57316,0.31795,0.33811,0.19184,0.36762,0.2217,0.2259,0.22367,0.1641,0.10655,0.16425,0.18217,0.37657,0.14724,0.24604,0.25055,0.18943,0.44615,0.46074,0.46099,0.45147,0.41579,0.45091,0.26252,0.25659,0.42182,0.24406,0.18314,0.18157,0.14957,0.12471,0.10073,0.14306,0.14445,0.11239,0.19868,0.19835,0.1987,0.20001,0.14566,0.19142,0.47073,0.28753,0.28695,0.28458,0.20048,0.11789,0.315,0.31495,0.21563,0.23858,0.17777,0.21196,0.25719,0.36382,0.13177,0.12893,0.17949,0.21555
HQ317390,0.27438,0.16157,0.35119,0.28753,0.34482,0.11925,0.073113,0.38219,0.3786,0.37974,0.38609,0.2621,0.33372,0.41871,0.36871,0.20071,0.34128,0.21388,0.22049,0.21119,0.096149,0.15214,0.22887,0.048809,0.30704,0.035303,0.20948,0.20457,0.23028,0.31852,0.30715,0.31505,0.30431,0.28418,0.30807,0.20459,0.20902,0.28662,0.40644,0.089308,0.08949,0.093662,0.083839,0.2144,0.14262,0.14189,0.1086,0.20623,0.20522,0.20549,0.20639,0.14474,0.20877,0.41992,0.33256,0.33226,0.36013,0.077383,0.16233,0.18659,0.1766,0.13634,0.12333,0.12769,0.15233,0.13191,0.37555,0.036947,0.036633,0.33076,0.30203
JQ867099,0.28679,0.22098,0.25083,0.17244,0.11664,0.12219,0.21932,0.19812,0.19562,0.19341,0.20156,0.089132,0.14227,0.15522,0.21159,0.22888,0.13023,0.19181,0.18241,0.19136,0.1986,0.16239,0.070363,0.07604,0.17079,0.16973,0.089508,0.088369,0.22054,0.10745,0.084459,0.10588,0.090736,0.10985,0.099547,0.13394,0.14388,0.11256,0.15514,0.19498,0.1951,0.21117,0.21235,0.21015,0.21345,0.2127,0.20182,0.19465,0.19662,0.19557,0.19601,0.19632,0.23564,0.077688,0.23799,0.23826,0.2042,0.1701,0.28055,0.10074,0.10987,0.16598,0.14207,0.14257,0.13504,0.12973,0.19048,0.16514,0.16379,0.19321,0.1375
KC688701,0.1571,0.093992,0.1392,0.039792,0.046854,-0.025904,0.050206,0.14372,0.14335,0.14457,0.14493,0.13064,0.14156,0.13392,0.12576,0.094489,0.13436,0.09773,0.094897,0.096025,0.079066,0.098287,0.077953,-0.036844,0.16838,0.0256,0.046672,0.052967,0.15762,0.090147,0.12879,0.10941,0.11364,0.15138,0.12671,0.11504,0.11627,0.15128,0.12614,0.0089553,0.0071457,0.021178,0.061278,0.1159,0.052442,0.052975,0.061222,0.1025,0.10292,0.10295,0.10328,0.048423,0.10911,0.16424,0.11543,0.11581,0.13021,0.0094887,0.11975,0.11077,0.085809,0.088459,0.11334,0.10167,0.11047,0.12507,0.16502,0.050245,0.051482,0.15369,0.12734
KC107834,0.2808,0.2804,0.33194,0.17238,0.16291,0.17347,0.23484,0.21127,0.21052,0.21092,0.21325,0.16061,0.19734,0.22922,0.17517,0.45768,0.19844,0.43798,0.43163,0.43736,0.38556,0.095864,0.24178,0.2805,0.26255,0.28045,0.15562,0.15264,0.40018,0.11973,0.12786,0.13448,0.12381,0.12686,0.12277,0.20809,0.21197,0.12088,0.22836,0.34214,0.33921,0.36561,0.36466,0.20599,0.265,0.26406,0.20203,0.43842,0.438,0.43771,0.43953,0.25836,0.41597,0.22385,0.29944,0.29921,0.28468,0.32733,0.20487,0.20241,0.19776,0.27417,0.24536,0.25357,0.24105,0.23263,0.29553,0.27005,0.26839,0.29297,0.32935
CP002495,0.19899,0.12589,0.26711,0.36265,0.46031,0.10523,0.095568,0.37576,0.37327,0.37155,0.37444,0.23401,0.36901,0.3376,0.26893,0.17936,0.51074,0.21976,0.22654,0.21906,0.20414,0.12661,0.25221,0.16874,0.36342,0.093636,0.32738,0.32478,0.22265,0.34567,0.39485,0.39346,0.37812,0.39665,0.40266,0.24798,0.24875,0.39486,0.28332,0.17303,0.17043,0.14049,0.13755,0.13652,0.13358,0.13223,0.039317,0.21958,0.21882,0.21952,0.21977,0.13834,0.21536,0.44792,0.29887,0.29847,0.2821,0.17433,0.043481,0.14712,0.15342,0.17772,0.19116,0.18048,0.21546,0.199,0.29222,0.14941,0.14739,0.23618,0.23121
KC801932,0.31798,0.27482,0.36406,0.21301,0.2238,0.16891,0.17319,0.27571,0.27054,0.27017,0.27764,0.19042,0.22639,0.31403,0.19428,0.42348,0.27192,0.51784,0.51985,0.51653,0.24687,0.21019,0.26778,0.19856,0.24138,0.14431,0.22608,0.22543,0.46031,0.16649,0.13386,0.13047,0.10972,0.16931,0.16503,0.25097,0.25647,0.17264,0.34913,0.2258,0.22764,0.26595,0.2969,0.35064,0.25086,0.24962,0.20701,0.48278,0.48168,0.48192,0.48305,0.25334,0.38118,0.25629,0.23833,0.23866,0.26604,0.16007,0.26253,0.23482,0.22716,0.2442,0.23546,0.26605,0.27084,0.22037,0.29686,0.15869,0.15798,0.32922,0.42354
EU078592,0.42317,0.40288,0.4954,0.28822,0.28029,0.18439,0.17027,0.29998,0.29825,0.29762,0.30324,0.19237,0.24004,0.44793,0.23058,0.55455,0.32206,0.6643,0.67703,0.65951,0.36639,0.17167,0.38204,0.25613,0.29153,0.19093,0.29922,0.3007,0.60131,0.20432,0.24763,0.25916,0.25854,0.27687,0.25284,0.37157,0.36923,0.276,0.49635,0.27862,0.2772,0.30743,0.38787,0.36975,0.33286,0.33123,0.24435,0.64061,0.63779,0.6377,0.63928,0.31619,0.56856,0.28694,0.30831,0.30835,0.33739,0.18364,0.26455,0.26224,0.26221,0.29392,0.3305,0.34618,0.37571,0.33494,0.36942,0.10115,0.10148,0.46376,0.57286
JF770475,0.27301,0.28138,0.36647,0.20827,0.25725,0.074697,0.11777,0.30816,0.3086,0.30921,0.31028,0.24954,0.26289,0.32374,0.22073,0.36723,0.27175,0.44057,0.44844,0.44078,0.25361,0.11222,0.24984,0.13661,0.30002,0.10484,0.17256,0.17335,0.39416,0.193,0.21564,0.22685,0.21289,0.23056,0.218,0.3063,0.30203,0.23126,0.32967,0.17008,0.16938,0.19309,0.22025,0.26943,0.21569,0.21353,0.092037,0.40476,0.40295,0.4032,0.40547,0.18724,0.36937,0.24421,0.32438,0.32441,0.36495,0.12807,0.10669,0.26502,0.24604,0.2315,0.24137,0.25326,0.27159,0.24698,0.29373,0.080735,0.080089,0.34302,0.38002
EF056009,0.29806,0.17926,0.41107,0.22314,0.29019,0.12951,0.09551,0.36994,0.36783,0.36878,0.37159,0.28267,0.28301,0.41154,0.32472,0.33604,0.34551,0.41416,0.42095,0.41318,0.22525,0.17668,0.27302,0.046983,0.37887,0.096575,0.28197,0.28311,0.41076,0.20681,0.2366,0.24399,0.2315,0.25091,0.29011,0.24925,0.26226,0.2461,0.41656,0.11528,0.11504,0.15635,0.2019,0.25077,0.14593,0.14397,0.11574,0.38954,0.38827,0.38826,0.39157,0.15646,0.31973,0.34801,0.33548,0.33565,0.40006,0.09301,0.16275,0.17655,0.16131,0.17271,0.16906,0.18906,0.20143,0.1467,0.30734,0.063345,0.063087,0.43148,0.4369
HM173637,0.39188,0.37306,0.51707,0.30595,0.27549,0.17208,0.14654,0.28321,0.28332,0.28323,0.28428,0.21722,0.24328,0.44304,0.19742,0.50003,0.31296,0.58492,0.59748,0.58512,0.31945,0.15551,0.34473,0.23846,0.26898,0.17127,0.27718,0.27821,0.56342,0.19979,0.28105,0.28535,0.27575,0.30308,0.28247,0.38376,0.38517,0.30787,0.45099,0.26335,0.26435,0.29733,0.34886,0.32147,0.32832,0.32716,0.18892,0.56929,0.56654,0.56674,0.56861,0.30963,0.51773,0.28211,0.26516,0.26495,0.29537,0.18475,0.22334,0.28022,0.27128,0.30979,0.33843,0.35731,0.37632,0.3241,0.38473,0.14432,0.143,0.44195,0.53647
KC252997,0.19545,0.26875,0.18993,0.19625,0.25214,0.3485,0.41678,0.19488,0.19261,0.19291,0.19464,0.11256,0.22238,0.16221,0.15862,0.35227,0.23246,0.27577,0.26832,0.27674,0.57171,0.059248,0.15041,0.32327,0.24155,0.42729,0.19446,0.19697,0.24396,0.19075,0.21058,0.22231,0.20305,0.21768,0.24454,0.25237,0.24556,0.21773,0.14355,0.45298,0.44828,0.3691,0.337,0.065119,0.32859,0.32663,0.24469,0.26561,0.26453,0.26381,0.2649,0.34117,0.30945,0.24475,0.21225,0.21176,0.19953,0.52005,0.2253,0.12945,0.15102,0.35116,0.33236,0.31417,0.29221,0.33405,0.28196,0.40256,0.40135,0.15566,0.17923
KF056323,0.086901,0.12384,0.13819,0.058928,0.079328,0.11376,0.035553,0.12266,0.12266,0.12236,0.12312,0.097252,0.098968,0.17212,0.10959,0.14327,0.11221,0.15616,0.15756,0.15723,0.11253,0.083658,0.15431,0.058108,0.057606,0.088299,0.13973,0.13265,0.16809,0.088426,0.099947,0.096864,0.10297,0.10917,0.093435,0.11642,0.11753,0.1067,0.15165,0.12364,0.12571,0.11795,0.1446,0.12636,0.11267,0.11253,0.12847,0.16324,0.16318,0.16341,0.16278,0.10866,0.15239,0.095751,0.091084,0.091578,0.14477,0.070266,0.11988,0.075873,0.068245,0.10658,0.10369,0.11957,0.11594,0.097982,0.055675,-0.00012416,-0.00019639,0.11675,0.16809
JF734911,0.16553,0.075185,0.13395,0.074655,0.0072157,0.013708,0.053932,0.11917,0.11893,0.11698,0.11969,0.11207,-0.013966,0.095978,0.080594,0.088036,0.051188,0.077225,0.076545,0.076217,0.0083713,0.63986,0.072703,0.038668,-0.0086592,0.004213,0.051383,0.049217,0.10851,0.0044855,-0.022026,-0.012134,-0.0086996,0.012478,0.027735,0.10321,0.1133,0.014922,0.083138,0.043405,0.044336,0.095072,0.1129,0.038077,0.05639,0.056792,0.030187,0.093556,0.093469,0.093842,0.093798,0.052437,0.097436,0.00075514,0.057164,0.057444,0.019224,-0.0082164,0.055435,0.04439,0.051442,0.066853,0.058692,0.097954,0.10562,0.046499,0.10189,0.058175,0.06008,0.10275,0.1045
