CP001733.1,NC_015183.1,NC_018679.1,NC_017196.2,AAJM01,NC_008542.1,NC_002696.2,ATLH01,NZ_CP009976.1,ATLG01,NZ_CP009887.1,NC_002179.2,CP000312.1,NC_003910.7,NC_014230.1,AJKU01,CP002491.1,NC_012971.2,AE014075.1,NZ_CP009789.1,NC_015948.1,AFAO01,NZ_AP012544.1,NC_008054.1,NC_009004.1,NZ_CP009494.1,AZJX01,AZKB01,NC_004547.2,NC_007205.1,NC_005072.1,NC_007577.1,NC_008817.1,NC_007335.2,NC_005042.1,NC_008820.1,NC_005071.1,NC_008819.1,NC_017731.1,ASWV01,AZUG01,NC_012660.1,ANJD01,NC_014010.1,NC_008380.1,ATYQ01,NC_003911.12,NC_016810.1,NC_003197.1,NC_016856.1,NC_022569.1,NC_020528.1,NC_007712.1,NC_007795.1,CP000410.1,NC_003098.1,CP002888.1,NC_003888.3,JPOY01,NC_021058.1,NC_002754.1,ADXL01,NZ_CP006882.1,NC_009481.1,AAOK01,NC_005070.1,CP003184.1,NC_005835.1,NC_006461.1,AAZW01,NZ_CP009840.1
JX163858,0.14291,0.22969,0.151955,0.15413,0.11528,0.43792,0.122215,0.0931285,0.013630875,0.062633,0.081712,0.03061,0.13059,0.073285,0.132231,0.26385,0.1435,0.179235,0.13783,0.137905,0.217047,0.069683,0.063485,0.22886,0.00087397,0.45690362745098,0.10026,0.1019,0.36948,0.12512725,0.107798333333333,0.16274,0.16828,0.133296428571429,0.086227,0.11033,0.32847,0.16794,0.055921,0.526934,0.26528,0.38297,0.13931,0.072812,0.58155,0.35143,0.57305,0.32172,0.21037,0.23306,0.14463,0.50992,0.25802,0.0773,0.01454,0.14571,0.039232,0.524055,0.204757,0.14669,0.097602,0.1816325,0.181646,0.178157,0.20193,0.1637925,0.21174,0.15358,0.15533,0.13387,-0.049224
KC821633,0.29229,0.11183,0.36978,0.28536,0.25695,0.047753,0.1280485,0.138795,0.33648,0.48703,0.392325,0.038011,0.24846,0.17892,0.133795,0.16565,0.25038,0.24345,0.28813,0.26552,0.0890815,0.081715,0.19393,0.13804,0.23267,0.0879387985294118,0.20731,0.18643,0.18854,0.3089425,0.248581666666667,0.23772,0.26557,0.28186,0.27972,0.286145,0.25917,0.286296666666667,0.16494,0.11597,0.127056,0.13356,0.1778,0.29222,0.073689,0.11952,0.034012,0.1362,0.245545,0.34426,0.33449,0.15433,0.2196,0.285726666666667,0.24278,0.11502,0.15392,0.0509385,0.146846666666667,0.035661,0.26288,0.25648,0.227984,0.2735415,0.21874,0.2486275,0.23357,0.38282,0.36668,0.17196,0.16671
KC821625,0.21113,0.06047,0.242995,0.16426,0.2556,0.059038,0.17941,0.138795,0.14158425,0.39838,0.291995,0.025086,0.35929,0.26702,0.1089605,0.1178,0.25575,0.160735,0.13628,0.20186,0.0784575,0.0238,0.168,0.13705,0.17363,0.0954764362745098,0.16957,0.13829,0.22435,0.2958725,0.26931,0.30204,0.29347,0.294955714285714,0.30559,0.31095,0.22163,0.319516666666667,0.10765,0.115854,0.1147,0.089443,0.17053,0.20851,0.082523,0.077705,0.067881,0.11593,0.207956666666667,0.29594,0.2334,0.13912,0.18346,0.289443333333333,0.16361,0.19162,0.08411,0.0879535,0.0945973333333333,0.2332,0.27111,0.2152475,0.251028,0.2734965,0.1312,0.2832025,0.24071,0.24854,0.25757,0.068537,0.060762
KC821628,0.11123,0.067421,0.108165,0.10633,0.075936,-0.011297,-0.0115905,0.106149,0.0537475,0.14231,0.100947,-0.010559,0.090864,0.1305,0.099756,0.080723,0.084533,0.0748765,0.091301,0.0529915,0.0381445,0.016955,0.05452,-0.017502,0.089404,-0.0250861104411765,0.019824,0.046422,0.043722,0.0727975,0.0404139333333333,0.018348,0.110345,0.0775341428571429,0.079597,0.062557,0.056193,0.064948,0.071403,0.0238594,0.0664042,0.017497,0.081981,0.074724,-0.023318,0.00096951,-2.8894e-05,0.054033,0.0576815,0.073266,0.052248,0.0069228,0.0661,0.0902936666666667,0.081048,0.081861,0.12756,-0.0631165,0.0231435333333333,-0.030122,0.070487,0.0713415,0.04208684,0.074072,0.010658,0.02682825,0.049333,0.063303,0.070036,0.059821,0.1049
KC821620,0.26825,0.093614,0.3671825,0.27436,0.26799,0.063871,0.112582,0.576205,0.10586725,0.47966,0.38655,0.039529,0.25199,0.19958,0.128142,0.1527,0.23874,0.225175,0.2572,0.247645,0.0861295,0.087154,0.16834,0.11978,0.22412,0.0837720406862745,0.21377,0.18858,0.19541,0.30773,0.253271666666667,0.25193,0.271805,0.290971428571429,0.27727,0.29907,0.24617,0.29799,0.17915,0.1096328,0.131466,0.1343,0.16919,0.27605,0.089504,0.12167,0.023418,0.14492,0.226125,0.33662,0.32312,0.1518,0.2139,0.271233333333333,0.23876,0.11321,0.13829,0.057372,0.138903333333333,0.018833,0.23543,0.2564925,0.229428,0.2756825,0.21429,0.2645525,0.23875,0.36922,0.35582,0.15212,0.13057
KC821619,0.058347,0.065514,0.075062,0.088949,0.01862,0.044117,0.01431235,0.13835,0.305705,0.1486,0.11348,-0.0096828,0.065283,0.049892,0.0921205,0.0024244,-0.014914,0.068494,0.025488,0.0369635,-0.005076685,0.0040897,0.068927,0.011937,0.093133,0.0420025491176471,0.080436,0.085634,0.041742,0.068552,0.1051175,0.053858,0.07129,0.0904768571428572,0.14191,0.1005195,0.12877,0.079036,0.0449,0.0642628,-0.0230321,-0.02653,0.037416,0.070155,0.0034737,0.050335,0.050508,-0.029875,0.0397025,-0.022699,0.053462,0.05525,0.036088,0.057327,0.01783,0.015543,-0.0091445,-0.0301,0.0545846666666667,0.027646,0.10072,0.11159325,0.0789086,0.06144725,0.10616,0.0781575,0.023994,0.09589,0.10807,0.094288,0.0067308
KC821627,0.053788,0.064026,0.073128,0.087902,0.016367,0.040659,0.0123724,0.1354245,0.30440525,0.14963,0.109159,-0.0081696,0.061762,0.051155,0.0901995,0.0019276,-0.015138,0.069641,0.017286,0.0356865,-0.00475995,0.0075574,0.064689,0.0094356,0.087851,0.0410646077941176,0.079328,0.086613,0.040599,0.06843425,0.103164333333333,0.049031,0.0678305,0.0885437142857143,0.14283,0.097907,0.1263,0.0768443333333333,0.042107,0.0619332,-0.02363524,-0.022536,0.040159,0.069909,0.0076774,0.052111,0.048829,-0.028538,0.0372338333333333,-0.024632,0.051421,0.055436,0.030191,0.0562,0.013963,0.013047,-0.01149,-0.0330819,0.054429,0.027336,0.1035,0.10770625,0.0783438,0.05921805,0.10783,0.07568775,0.024508,0.093977,0.10599,0.092642,0.0066491
KC821632,0.21209,0.08808,0.3484625,0.35106,0.34353,0.007137,0.1222665,0.442705,0.23005,0,0.43281,0.013104,0.37714,0.31363,0.12397,0.18656,0.37009,0.20057,0.22144,0.269485,0.108083,0.034825,0.2092,0.14605,0.26228,0.0634775442156863,0.19829,0.15323,0.25331,0.3646175,0.324135,0.34127,0.360755,0.372361428571429,0.381,0.334305,0.20296,0.377596666666667,0.11746,0.127324,0.209436,0.11582,0.26831,0.33208,0.11552,0.081293,0.014699,0.16011,0.239038333333333,0.38901,0.27337,0.08854,0.19522,0.35388,0.33027,0.18074,0.13323,0.0466545,0.173556666666667,0.14859,0.32361,0.26449,0.278794,0.3278335,0.18332,0.32599,0.3015,0.38552,0.3839,0.11308,0.17048
KC821629,0.24014,0.15894,0.29255,0.30263,0.26189,0.072245,0.19955,0.335805,0.170736,0.40612,0.159295,-0.0079907,0.30907,0.21063,0.12613,0.22973,0.27415,0.21292,0.30555,0.253165,0.154757,0.0078986,0.17259,0.14098,0.24584,0.139151096078431,0.19921,0.17827,0.23639,0.3225025,0.284501666666667,0.33933,0.355775,0.305875714285714,0.30742,0.29594,0.26978,0.342576666666667,0.12662,0.192484,0.222558,0.16052,0.24298,0.28861,0.18144,0.20834,0.088972,0.15688,0.261028333333333,0.41183,0.29395,0.17615,0.24258,0.30519,0.29297,0.21572,0.15131,0.111898,0.12758,0.12597,0.26021,0.2862525,0.303048,0.3375565,0.18896,0.3138475,0.2635,0.35395,0.35256,0.1111,0.17233
KC821614,0.25244,0.14061,0.2651175,0.33808,0.21536,0.029805,0.0460885,0.348515,0.184332,0.4595,0.159295,-0.020944,0.19899,0.19613,0.146085,0.19953,0.14793,0.18029,0.22471,0.22763,0.0718025,0.032804,0.15075,0.069318,0.24974,0.0641689717647059,0.099054,0.077184,0.23629,0.273315,0.248525,0.19683,0.266355,0.267981428571429,0.23936,0.273195,0.22871,0.235426666666667,0.18615,0.0632008,0.218182,0.076444,0.25464,0.28688,0.10952,0.083931,0.0099615,0.15129,0.203533333333333,0.27997,0.27837,0.13889,0.20937,0.24934,0.31439,0.13199,0.15504,-0.002245035,0.189536666666667,0.042277,0.21508,0.2252725,0.248178,0.2489445,0.21484,0.2263975,0.2148,0.29206,0.29657,0.19124,0.17157
AE002163,0.015978,0.024663,0.05476975,-0.0092356,0.01485,-0.0079021,0.0407385,0.0315485,0.0027794,0.013104,-0.01446735,0,0.0013674,0.046248,-0.027888,0.044189,0.024204,0.0165026,-0.0019988,0.065017,-0.004417925,0.035906,-0.01517,0.0034599,-0.032667,0.0154583676960784,0.0031487,0.00072766,0.027222,0.040125175,0.00711111666666667,0.014476,0.0695495,0.0200409714285714,0.045936,0.009540565,-0.009207,0.02657,0.0041363,0.02338232,0.010284082,0.025211,0.012084,0.018891,0.027786,0.017322,-0.029046,-0.045137,0.0479336666666667,0.053809,0.054355,-0.016973,0.033983,0.0162568333333333,0.027663,-0.0053924,-0.0052572,-0.0058095,0.0518275,0.051504,0.0061895,0.0260297025,0.0110792,0.023325945,0.071325,0.03363375,0.014183,0.055505,0.060276,0.030144,0.0217
CP000315,0.13104,0.040789,0.1678125,0.19933,0.33521,0.014493,0.16972,0.303875,0.11747475,0.37714,0.25403,0.0013674,0,0.19314,0.087261,0.12882,0.30449,0.132835,0.18507,0.17283,0.105301,0.04326,0.15182,0.15565,0.23117,0.0889104014705882,0.12836,0.094435,0.16436,0.3352175,0.304658333333333,0.34054,0.34471,0.33149,0.30649,0.29493,0.21408,0.378163333333333,0.048486,0.154958,0.137648,0.11382,0.17295,0.22482,0.11046,0.086608,0.090637,0.11252,0.163021666666667,0.35498,0.1715,0.068798,0.12843,0.27597,0.19624,0.18642,0.13571,0.12877,0.0694256666666667,0.19149,0.22169,0.191615,0.26971,0.2922825,0.1378,0.2755275,0.28209,0.30164,0.29875,0.018289,0.091137
HQ317390,0.21919,0.1629,0.2460625,0.244,0.25694,0.10571,0.1309325,0.22297,0.10778175,0.31363,0.20338,0.046248,0.19314,0,0.110015,0.14878,0.18582,0.21147,0.13844,0.23211,0.10379,0.054429,0.19686,0.057444,0.19369,0.0566678696568628,0.12888,0.12952,0.27358,0.283255,0.243505,0.22715,0.335415,0.332387142857143,0.20929,0.308465,0.20106,0.320063333333333,0.10206,0.0666054,0.15197,0.13356,0.24624,0.33405,0.16863,0.092626,0.030522,0.17671,0.182751666666667,0.22067,0.2345,0.13051,0.1788,0.23304,0.26249,0.17157,0.11083,0.03124035,0.234163333333333,0.10675,0.16018,0.2715075,0.246424,0.2985635,0.13173,0.28266,0.19717,0.19686,0.18922,0.20668,0.16509
JQ867099,0.24175,0.12715,0.1202825,0.23069,0.097112,0.12031,0.192565,0.0714205,0.075456,0.11326,0.128195,-0.015175,0.071252,0.11922,0.07882,0.18804,0.13861,0.16619,0.1355,0.129805,0.080472,0.15964,0.074135,0.13178,0.2122,0.15249368627451,0.10547,0.10395,0.20444,0.1217205,0.155198333333333,0.088821,0.173375,0.157051428571429,0.13444,0.132955,0.13648,0.15531,0.15237,0.17068,0.124168,0.20707,0.16028,0.21057,0.15708,0.14022,0.15047,0.16654,0.118590333333333,0.15968,0.12545,0.22221,0.19678,0.109924,0.17537,0.16138,0.20284,0.07551,0.24895,-0.0049709,0.10878,0.1650075,0.1897806,0.1963435,0.11193,0.1611875,0.23633,0.17309,0.16359,0.15827,0.10363
KC688701,0.13169,0.11122,0.088709,0.095481,0.12029,-0.0021102,0.078716,0.171335,0.129653,0.13468,0.14402,-0.040601,0.10327,0.10081,0.07882,0.12116,0.070952,0.11675,0.12579,0.12176,0.0291675,0.056333,0.11774,0.08113,0.082813,0.0518726410784314,0.050363,0.054376,0.10519,0.148905,0.141829333333333,0.12886,0.181115,0.14361,0.10042,0.133635,0.066363,0.119816666666667,0.10857,0.0648602,0.1214898,0.085752,0.18875,0.085958,0.017826,0.049853,0.11175,0.10786,0.101384333333333,0.12222,0.067048,0.056147,0.11064,0.13237,0.20555,0.054559,0.13953,-0.029972,0.13364,-0.0091549,0.056558,0.1049255,0.165864,0.1347857,0.07133,0.1361225,0.18148,0.15546,0.16147,0.1085,0.13071
KC107834,0.2085,0.23602,0.1998675,0.30778,0.15734,0.17817,0.203665,0.141725,0.05944375,0.18656,0.21463,0.044189,0.12882,0.14878,0.1546,0,0.15085,0.35339,0.35088,0.321325,0.184771,0.021132,0.14999,0.18361,0.11751,0.267603823529412,0.13453,0.12638,0.41805,0.17932,0.148315,0.12979,0.18883,0.161624285714286,0.10827,0.174245,0.17709,0.151926666666667,0.22076,0.319156,0.355986,0.36927,0.36519,0.31443,0.34505,0.22558,0.25208,0.37399,0.346276666666667,0.32574,0.42,0.24743,0.35037,0.177586666666667,0.20519,0.19617,0.25336,0.2099,0.259896666666667,0.053316,0.16656,0.21004,0.232104,0.25381,0.23381,0.194295,0.19659,0.24713,0.24932,0.08311,0.2889
CP002495,0.19547,0.11242,0.2570725,0.28158,0.33812,0.037655,0.186195,0.253065,0.07330525,0.37009,0.21104,0.024204,0.30449,0.18582,0.104781,0.15085,0,0.16635,0.1852,0.21491,0.137921,0.051226,0.22622,0.16647,0.27773,0.0779328462745098,0.22683,0.18198,0.16288,0.2825925,0.240518333333333,0.23549,0.2651,0.265951428571429,0.24857,0.25442,0.1766,0.300876666666667,0.080414,0.159166,0.13967,0.11094,0.13719,0.2163,0.14391,0.11743,0.046689,0.080676,0.163761666666667,0.30127,0.20014,0.072562,0.15051,0.302826666666667,0.20933,0.097687,0.12388,0.113435,0.12957,0.13516,0.22947,0.19951,0.231724,0.270446,0.0924,0.275165,0.23058,0.29293,0.28004,0.074277,0.049131
KC801932,0.26355,0.18185,0.2681825,0.20552,0.19631,0.12852,0.22009,0.192635,0.1069535,0.1791,0.147385,0.025816,0.14768,0.21891,0.159885,0.35101,0.18824,0.182345,0.33146,0.36978,0.121434,0.1103,0.21953,0.15627,0.20866,0.142762446078431,0.17952,0.17243,0.41749,0.1528275,0.18932,0.11348,0.17799,0.2135,0.15865,0.2352,0.23685,0.20911,0.28582,0.224388,0.248912,0.16877,0.4107,0.29221,0.24945,0.28655,0.16791,0.27498,0.39655,0.24229,0.40872,0.2037,0.30148,0.191023333333333,0.13658,0.11416,0.20732,0.104106,0.264076666666667,0.047834,0.21086,0.20503,0.275108,0.2688605,0.26352,0.2512375,0.16387,0.23077,0.22817,0.25202,0.21827
EU078592,0.31176,0.29714,0.2986125,0.25612,0.18877,0.12151,0.172745,0.21155,0.11213975,0.22204,0.245825,0.0071892,0.11799,0.20403,0.123055,0.35577,0.14446,0.182345,0.368,0.443985,0.17333,0.063318,0.20444,0.15551,0.16061,0.192383890686274,0.21037,0.19876,0.42765,0.1796775,0.195463333333333,0.17021,0.123795,0.186131428571429,0.15066,0.205995,0.26415,0.188123333333333,0.22421,0.194766,0.259414,0.2452,0.32385,0.33855,0.29514,0.22918,0.16867,0.32974,0.457881666666667,0.25388,0.49718,0.29108,0.49287,0.185966666666667,0.15783,0.17373,0.23446,0.1091355,0.231713333333333,0.046104,0.2676,0.278615,0.266282,0.3100985,0.23194,0.277965,0.21439,0.23829,0.22588,0.11257,0.25414
JF770475,0.25586,0.23432,0.2632475,0.23508,0.18516,0.066281,0.148145,0.212205,0.09781875,0.22144,0.26513,-0.0019988,0.18507,0.13844,0.130645,0.35088,0.1852,0.34973,0,0.37573,0.1027465,-0.017084,0.19236,0.13937,0.19907,0.13417338627451,0.11037,0.094819,0.30909,0.197715,0.223805,0.18089,0.19502,0.198478571428571,0.16006,0.203845,0.23903,0.21366,0.21138,0.147822,0.247214,0.16366,0.33763,0.35021,0.19367,0.22627,0.073711,0.18281,0.362263333333333,0.30573,0.42583,0.19648,0.32154,0.20683,0.22945,0.13635,0.29433,0.0971155,0.183286666666667,0.070881,0.25836,0.26075,0.265814,0.314627,0.2294,0.238685,0.18522,0.28228,0.26519,0.13946,0.25218
EF056009,0.27168,0.18681,0.3384525,0.25791,0.21855,0.083669,0.18082,0.25007,0.10213875,0.3157,0.243585,0.094411,0.19606,0.27702,0.14297,0.32458,0.22742,0.38164,0.36418,0.18358,0.121118,0.033394,0.23707,0.056171,0.21276,0.0979611656862745,0.20242,0.17984,0.3252,0.2866925,0.243595,0.2432,0.261895,0.291054285714286,0.21452,0.28452,0.21472,0.27659,0.15906,0.128106,0.189006,0.17371,0.32332,0.45429,0.15876,0.16077,0.071436,0.24402,0.361683333333333,0.39873,0.45554,0.15061,0.32051,0.24484,0.31404,0.20177,0.21097,0.060432,0.282573333333333,0.025827,0.16514,0.30613,0.28576,0.336434,0.19676,0.285545,0.21349,0.27931,0.26377,0.18718,0.40045
HM173637,0.35418,0.26167,0.2776875,0.27172,0.20855,0.13632,0.1434,0.21731,0.0845045,0.22327,0.23721,0.035623,0.1496,0.1872,0.108595,0.31807,0.2024,0.432125,0.38728,0.18358,0.15023,0.056926,0.21638,0.19489,0.17448,0.184305088235294,0.26072,0.23877,0.38206,0.1734575,0.180648333333333,0.19217,0.149995,0.174832857142857,0.19706,0.17774,0.28626,0.16578,0.20204,0.19463,0.256718,0.20419,0.295,0.29518,0.26643,0.25771,0.14305,0.30067,0.44847,0.21787,0.53072,0.30065,0.43611,0.221643333333333,0.20053,0.12862,0.23415,0.11734,0.22328,0.074316,0.28919,0.257745,0.234658,0.267649,0.22661,0.23499,0.24337,0.29629,0.28814,0.1011,0.17818
KC252997,0.14158,0.15265,0.1336075,0.17129,0.1787,0.19542,0.2989,0.119305,0.0379493575,0.12535,0.161285,-0.00072285,0.14719,0.1143,0.1061835,0.35424,0.20125,0.189535,0.15773,0.173755,0.023405,0.0067965,0.12312,0.13661,0.078348,0.316245053921569,0.11637,0.11806,0.29384,0.17897,0.1234765,0.16248,0.183255,0.173602857142857,0.1135,0.17715,0.21065,0.204966666666667,0.049182,0.314616,0.22422,0.29317,0.16122,0.13405,0.34682,0.2365,0.40869,0.30405,0.193401666666667,0.27386,0.19751,0.29366,0.24007,0.144433333333333,0.13929,0.13654,0.10753,0.35414,0.172384333333333,0.10895,0.14984,0.1784025,0.199402,0.2229305,0.17419,0.2021,0.19458,0.19414,0.20092,0.023774,0.09409
